timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Filename,Latency,IdleTime,Connect
1532538434385,240,HTTP Request,200,,loadTest 2-192,text,true,,3142,133,13,14,,240,0,1
1532538434185,440,HTTP Request,200,,loadTest 2-182,text,true,,3142,133,12,13,,440,0,0
1532538434245,380,HTTP Request,200,,loadTest 2-185,text,true,,3142,133,12,13,,380,0,0
1532538434325,301,HTTP Request,200,,loadTest 2-189,text,true,,3142,133,10,11,,301,0,1
1532538434405,227,HTTP Request,200,,loadTest 2-193,text,true,,3142,133,9,10,,227,0,0
1532538434164,470,HTTP Request,200,,loadTest 2-181,text,true,,3142,133,8,9,,470,0,1
1532538434623,14,HTTP Request,200,,loadTest 2-204,text,true,,3142,133,7,8,,14,0,0
1532538434544,93,HTTP Request,200,,loadTest 2-200,text,true,,3142,133,7,8,,93,0,1
1532538434465,178,HTTP Request,200,,loadTest 2-196,text,true,,3142,133,6,7,,178,0,1
1532538434265,379,HTTP Request,200,,loadTest 2-186,text,true,,3142,133,5,5,,379,0,1
1532538434524,125,HTTP Request,200,,loadTest 2-199,text,true,,3142,133,4,4,,125,0,1
1532538434564,88,HTTP Request,200,,loadTest 2-201,text,true,,3142,133,3,3,,88,0,0
1532538434583,72,HTTP Request,200,,loadTest 2-202,text,true,,3142,133,2,2,,72,0,0
1532538434643,15,HTTP Request,200,,loadTest 2-205,text,true,,3142,133,1,1,,15,0,1
1532538434663,11,HTTP Request,200,,loadTest 2-206,text,true,,3142,133,1,1,,11,0,1
1532538434683,11,HTTP Request,200,,loadTest 2-207,text,true,,3142,133,1,1,,11,0,1
1532538434703,11,HTTP Request,200,,loadTest 2-208,text,true,,3142,133,1,1,,11,0,1
1532538434723,11,HTTP Request,200,,loadTest 2-209,text,true,,3142,133,1,1,,11,0,0
1532538434743,11,HTTP Request,200,,loadTest 2-210,text,true,,3142,133,1,1,,11,0,0
1532538434763,11,HTTP Request,200,,loadTest 2-211,text,true,,3142,133,1,1,,11,0,0
1532538434783,11,HTTP Request,200,,loadTest 2-212,text,true,,3142,133,1,1,,11,0,0
1532538434803,11,HTTP Request,200,,loadTest 2-213,text,true,,3142,133,1,1,,11,0,1
1532538434823,11,HTTP Request,200,,loadTest 2-214,text,true,,3142,133,1,1,,11,0,1
1532538434843,12,HTTP Request,200,,loadTest 2-215,text,true,,3142,133,1,1,,12,0,1
1532538434864,11,HTTP Request,200,,loadTest 2-216,text,true,,3142,133,1,1,,11,0,0
1532538434884,11,HTTP Request,200,,loadTest 2-217,text,true,,3142,133,1,1,,11,0,0
1532538434904,10,HTTP Request,200,,loadTest 2-218,text,true,,3142,133,1,1,,10,0,0
1532538434924,11,HTTP Request,200,,loadTest 2-219,text,true,,3142,133,1,1,,11,0,0
1532538434944,11,HTTP Request,200,,loadTest 2-220,text,true,,3142,133,1,1,,11,0,0
1532538434963,11,HTTP Request,200,,loadTest 2-221,text,true,,3142,133,1,1,,11,0,0
1532538434983,11,HTTP Request,200,,loadTest 2-222,text,true,,3142,133,1,1,,11,0,0
1532538435003,12,HTTP Request,200,,loadTest 2-223,text,true,,3142,133,1,1,,12,0,1
1532538435023,12,HTTP Request,200,,loadTest 2-224,text,true,,3142,133,1,2,,12,0,1
1532538435044,12,HTTP Request,200,,loadTest 2-225,text,true,,3142,133,1,1,,12,0,0
1532538435063,11,HTTP Request,200,,loadTest 2-226,text,true,,3142,133,1,1,,11,0,0
1532538435083,12,HTTP Request,200,,loadTest 2-227,text,true,,3142,133,1,1,,12,0,1
1532538435103,12,HTTP Request,200,,loadTest 2-228,text,true,,3142,133,1,1,,12,0,1
1532538435123,11,HTTP Request,200,,loadTest 2-229,text,true,,3142,133,1,1,,11,0,0
1532538435143,11,HTTP Request,200,,loadTest 2-230,text,true,,3142,133,1,1,,11,0,1
1532538435163,12,HTTP Request,200,,loadTest 2-231,text,true,,3142,133,1,1,,12,0,1
1532538435184,21,HTTP Request,200,,loadTest 2-232,text,true,,3142,133,2,2,,21,0,0
1532538435204,18,HTTP Request,200,,loadTest 2-233,text,true,,3142,133,1,1,,18,0,0
1532538435224,14,HTTP Request,200,,loadTest 2-234,text,true,,3142,133,1,1,,14,0,0
1532538435244,15,HTTP Request,200,,loadTest 2-235,text,true,,3142,133,1,1,,14,0,0
1532538435262,14,HTTP Request,200,,loadTest 2-236,text,true,,3142,133,1,1,,14,0,0
1532538435282,11,HTTP Request,200,,loadTest 2-237,text,true,,3142,133,1,1,,11,0,0
1532538435303,11,HTTP Request,200,,loadTest 2-238,text,true,,3142,133,1,1,,11,0,0
1532538435323,11,HTTP Request,200,,loadTest 2-239,text,true,,3142,133,1,1,,11,0,0
1532538435343,11,HTTP Request,200,,loadTest 2-240,text,true,,3142,133,1,1,,11,0,0
1532538435362,11,HTTP Request,200,,loadTest 2-241,text,true,,3142,133,1,1,,11,0,0
1532538435382,11,HTTP Request,200,,loadTest 2-242,text,true,,3142,133,1,1,,11,0,0
1532538435402,12,HTTP Request,200,,loadTest 2-243,text,true,,3142,133,1,1,,12,0,1
1532538435422,11,HTTP Request,200,,loadTest 2-244,text,true,,3142,133,1,1,,11,0,1
1532538435443,10,HTTP Request,200,,loadTest 2-245,text,true,,3142,133,1,1,,10,0,0
1532538435462,11,HTTP Request,200,,loadTest 2-246,text,true,,3142,133,1,1,,11,0,0
1532538435483,12,HTTP Request,200,,loadTest 2-247,text,true,,3142,133,1,1,,12,0,0
1532538435502,11,HTTP Request,200,,loadTest 2-248,text,true,,3142,133,1,1,,11,0,0
1532538435522,11,HTTP Request,200,,loadTest 2-249,text,true,,3142,133,1,1,,11,0,0
1532538435542,11,HTTP Request,200,,loadTest 2-250,text,true,,3142,133,1,1,,11,0,1
1532538435563,11,HTTP Request,200,,loadTest 2-251,text,true,,3142,133,1,1,,11,0,0
1532538435583,12,HTTP Request,200,,loadTest 2-252,text,true,,3142,133,1,1,,12,0,0
1532538435603,11,HTTP Request,200,,loadTest 2-253,text,true,,3142,133,1,1,,11,0,0
1532538435623,11,HTTP Request,200,,loadTest 2-254,text,true,,3142,133,1,1,,11,0,0
1532538435643,11,HTTP Request,200,,loadTest 2-255,text,true,,3142,133,1,1,,11,0,1
1532538435664,11,HTTP Request,200,,loadTest 2-256,text,true,,3142,133,1,1,,11,0,0
1532538435683,12,HTTP Request,200,,loadTest 2-257,text,true,,3142,133,1,1,,12,0,1
1532538435703,11,HTTP Request,200,,loadTest 2-258,text,true,,3142,133,1,1,,11,0,0
1532538435724,11,HTTP Request,200,,loadTest 2-259,text,true,,3142,133,1,1,,11,0,0
1532538435743,11,HTTP Request,200,,loadTest 2-260,text,true,,3142,133,1,1,,11,0,0
1532538435763,10,HTTP Request,200,,loadTest 2-261,text,true,,3142,133,1,1,,10,0,0
1532538435783,11,HTTP Request,200,,loadTest 2-262,text,true,,3142,133,1,1,,11,0,0
1532538435803,11,HTTP Request,200,,loadTest 2-263,text,true,,3142,133,1,1,,11,0,0
1532538435823,11,HTTP Request,200,,loadTest 2-264,text,true,,3142,133,1,1,,11,0,0
1532538435843,20,HTTP Request,200,,loadTest 2-265,text,true,,3142,133,1,1,,20,0,0
1532538435863,18,HTTP Request,200,,loadTest 2-266,text,true,,3142,133,1,1,,18,0,0
1532538435883,14,HTTP Request,200,,loadTest 2-267,text,true,,3142,133,1,1,,14,0,0
1532538435903,14,HTTP Request,200,,loadTest 2-268,text,true,,3142,133,1,1,,14,0,1
1532538435923,13,HTTP Request,200,,loadTest 2-269,text,true,,3142,133,1,1,,13,0,0
1532538435943,10,HTTP Request,200,,loadTest 2-270,text,true,,3142,133,1,1,,10,0,0
1532538435964,11,HTTP Request,200,,loadTest 2-271,text,true,,3142,133,1,1,,11,0,0
1532538435983,11,HTTP Request,200,,loadTest 2-272,text,true,,3142,133,1,1,,11,0,0
1532538436003,12,HTTP Request,200,,loadTest 2-273,text,true,,3142,133,1,1,,12,0,1
1532538436022,11,HTTP Request,200,,loadTest 2-274,text,true,,3142,133,1,1,,11,0,1
1532538436043,11,HTTP Request,200,,loadTest 2-275,text,true,,3142,133,1,1,,11,0,0
1532538436062,12,HTTP Request,200,,loadTest 2-276,text,true,,3142,133,1,1,,12,0,1
1532538436082,11,HTTP Request,200,,loadTest 2-277,text,true,,3142,133,1,1,,11,0,1
1532538436103,11,HTTP Request,200,,loadTest 2-278,text,true,,3142,133,1,1,,11,0,0
1532538436123,11,HTTP Request,200,,loadTest 2-279,text,true,,3142,133,1,1,,11,0,0
1532538436142,11,HTTP Request,200,,loadTest 2-280,text,true,,3142,133,1,1,,11,0,0
1532538436162,11,HTTP Request,200,,loadTest 2-281,text,true,,3142,133,1,1,,11,0,0
1532538436182,11,HTTP Request,200,,loadTest 2-282,text,true,,3142,133,1,1,,11,0,0
1532538436202,11,HTTP Request,200,,loadTest 2-283,text,true,,3142,133,1,1,,11,0,0
1532538436222,11,HTTP Request,200,,loadTest 2-284,text,true,,3142,133,1,1,,11,0,0
1532538436242,11,HTTP Request,200,,loadTest 2-285,text,true,,3142,133,1,1,,11,0,0
