sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_90%_line,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
HTTP Request,8839,741,15,20376,465,2555.1870431416337,0.003959723950673153,36.85849988949539,113.03383630305785,3140.2973187012108
TOTAL,8839,741,15,20376,465,2555.1870431416337,0.003959723950673153,36.85849988949539,113.03383630305785,3140.2973187012108
