sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_90%_line,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
HTTP Request,2122,102,9,7472,57,583.0971506561596,0.00942507068803016,102.59633515447469,314.3981659152444,3137.9651272384544
TOTAL,2122,102,9,7472,57,583.0971506561596,0.00942507068803016,102.59633515447469,314.3981659152444,3137.9651272384544
